576 6 163 ; 38 99 45 ; 257 574 119 ; 730 356 79 ; 900 920 162 ; 
151 232 405 ; 539 75 255 ; 49 744 238 ; 801 458 110 ; 880 578 5 ; 
338 961 264 ; 486 433 69 ; 855 462 360 ; 259 195 333 ; 469 305 39 ; 
701 398 353 ; 776 698 344 ; 497 96 155 ; 955 674 348 ; 509 944 237 ; 
447 176 426 ; 880 693 452 ; 319 537 394 ; 514 990 74 ; 819 526 181 ; 
194 499 483 ; 892 623 36 ; 988 262 65 ; 639 975 346 ; 559 440 409 ; 
735 786 354 ; 405 446 333 ; 942 593 142 ; 909 571 333 ; 411 808 159 ; 
910 491 247 ; 509 876 1 ; 771 1013 381 ; 722 623 477 ; 139 164 196 ; 
925 214 247 ; 348 712 247 ; 941 42 264 ; 488 715 158 ; 272 878 115 ; 
764 837 26 ; 616 990 244 ; 605 1011 113 ; 204 997 493 ; 368 597 27 ; 
582 757 158 ; 270 628 164 ; 312 904 292 ; 3 74 493 ; 882 154 341 ; 
695 644 17 ; 662 1021 5 ; 649 882 193 ; 622 491 146 ; 196 823 414 ; 
953 269 406 ; 557 641 125 ; 437 337 107 ; 511 974 348 ; 665 51 475 ; 
286 425 353 ; 283 538 229 ; 141 244 251 ; 633 554 356 ; 432 45 171 ; 
701 927 243 ; 319 344 320 ; 656 32 353 ; 607 32 106 ; 658 35 237 ; 
59 921 363 ; 598 454 361 ; 842 649 124 ; 372 469 469 ; 417 912 390 ; 
321 527 62 ; 665 71 348 ; 697 172 263 ; 729 710 247 ; 765 736 498 ; 
662 403 209 ; 92 356 44 ; 741 592 362 ; 186 969 356 ; 75 956 173 ; 
602 350 78 ; 674 446 479 ; 846 861 205 ; 533 909 158 ; 245 539 244 ; 
648 828 233 ; 1004 153 35 ; 572 75 175 ; 517 840 460 ; 449 953 394 ; 
800 459 353 ; 222 287 228 ; 60 780 338 ; 969 946 240 ; 484 818 245 ; 
289 431 386 ; 442 706 378 ; 517 49 434 ; 333 133 30 ; 262 404 136 ; 
722 749 493 ; 1009 673 165 ; 765 247 204 ; 687 668 168 ; 482 597 361 ; 
913 772 429 ; 596 570 286 ; 645 349 476 ; 779 699 214 ; 159 543 3 ; 
908 837 222 ; 558 906 448 ; 805 174 13 ; 449 526 122 ; 23 823 285 ; 
795 581 247 ; 341 627 93 ; 690 92 357 ; 366 74 214 ; 909 389 125 ; 
722 967 40 ; 605 219 461 ; 779 480 115 ; 282 482 192 ; 81 148 286 ; 
662 295 141 ; 266 332 144 ; 358 965 173 ; 432 196 368 ; 821 205 110 ; 
765 374 183 ; 984 427 286 ; 441 14 435 ; 923 406 334 ; 47 224 152 ; 
343 65 102 ; 675 701 464 ; 617 655 26 ; 813 275 116 ; 1018 261 448 ; 
368 132 378 ; 795 726 275 ; 809 901 291 ; 192 832 292 ; 416 20 48 ; 
482 314 399 ; 159 247 242 ; 814 445 22 ; 65 1002 299 ; 326 966 84 ; 
459 728 58 ; 161 231 411 ; 39 719 102 ; 871 623 452 ; 891 427 300 ; 
182 279 136 ; 429 473 250 ; 874 319 138 ; 852 782 324 ; 795 10 178 ; 
499 257 12 ; 731 872 11 ; 426 234 461 ; 25 406 148 ; 453 770 259 ; 
732 527 94 ; 181 765 460 ; 501 139 469 ; 259 328 148 ; 270 582 316 ; 
527 138 275 ; 375 154 199 ; 609 331 418 ; 1016 547 224 ; 762 610 409 ; 
265 540 226 ; 7 653 222 ; 146 170 344 ; 474 562 261 ; 32 783 124 ; 
171 774 370 ; 325 241 57 ; 656 439 96 ; 179 39 294 ; 789 689 250 ; 
305 767 320 ; 958 554 86 ; 105 522 353 ; 667 991 55 ; 426 695 222 ; 
177 670 30 ; 418 147 493 ; 858 0 326 ; 897 462 138 ; 562 916 429 ; 
306 84 310 ; 860 542 376 ; 358 1007 438 ; 325 595 115 ; 1020 657 259 ; 
666 751 185 ; 814 1017 318 ; 814 583 413 ; 252 806 387 ; 144 183 112 ; 
228 350 351 ; 771 822 181 ; 754 204 177 ; 325 716 331 ; 982 871 108 ; 
710 428 280 ; 703 163 219 ; 262 316 185 ; 44 303 71 ; 228 163 227 ; 
578 586 51 ; 376 291 215 ; 580 856 158 ; 272 755 381 ; 119 979 142 ; 
548 176 313 ; 711 39 127 ; 3 716 226 ; 306 159 288 ; 469 878 453 ; 
32 717 1 ; 323 784 243 ; 156 599 55 ; 911 144 431 ; 867 14 136 ; 
19 867 279 ; 58 382 47 ; 774 600 110 ; 933 57 233 ; 787 582 303 ; 
480 311 285 ; 240 618 381 ; 839 277 272 ; 983 516 340 ; 998 4 64 ; 
841 636 255 ; 200 791 342 ; 800 634 396 ; 857 479 454 ; 415 631 235 ; 
726 228 22 ; 320 881 14 ; 597 833 130 ; 90 942 30 ; 94 938 445 ; 
730 777 167 ; 498 635 213 ; 108 551 209 ; 587 217 233 ; 194 816 427 ; 
422 154 94 ; 279 996 89 ; 89 30 301 ; 7 928 139 ; 945 762 385 ; 
698 569 323 ; 309 194 86 ; 860 19 220 ; 53 645 336 ; 869 80 19 ; 
1023 954 426 ; 995 507 488 ; 1 381 292 ; 930 852 257 ; 668 389 428 ; 
213 20 369 ; 408 382 187 ; 427 218 224 ; 48 162 228 ; 128 694 153 ; 
59 396 438 ; 566 520 253 ; 947 924 464 ; 775 393 201 ; 140 893 199 ; 
161 290 51 ; 543 385 277 ; 762 789 237 ; 924 5 344 ; 594 298 333 ; 
990 436 481 ; 487 573 384 ; 387 681 483 ; 781 791 282 ; 650 806 218 ; 
941 466 230 ; 302 339 439 ; 68 620 135 ; 73 304 37 ; 372 37 333 ; 
808 923 44 ; 358 843 446 ; 15 306 29 ; 806 717 437 ; 589 879 426 ; 
31 157 276 ; 370 621 209 ; 990 604 264 ; 270 325 460 ; 308 970 81 ; 
207 162 429 ; 26 345 146 ; 333 1014 132 ; 26 23 203 ; 905 837 62 ; 
38 254 259 ; 659 611 494 ; 239 247 248 ; 564 975 258 ; 511 753 220 ; 
673 902 116 ; 1018 836 131 ; 1009 104 298 ; 8 412 303 ; 846 502 429 ; 
76 157 246 ; 687 867 132 ; 935 923 232 ; 886 945 31 ; 615 213 216 ; 
494 814 323 ; 306 597 248 ; 411 407 235 ; 823 550 368 ; 301 719 232 ; 
458 769 254 ; 301 858 414 ; 200 582 422 ; 121 545 41 ; 334 49 435 ; 
124 64 187 ; 722 753 373 ; 105 412 343 ; 656 56 82 ; 351 732 89 ; 
97 207 130 ; 955 781 112 ; 513 1019 233 ; 34 144 93 ; 84 156 98 ; 
148 783 173 ; 901 880 433 ; 289 259 159 ; 345 50 205 ; 54 663 21 ; 
261 554 240 ; 18 902 257 ; 14 528 260 ; 158 353 129 ; 314 300 248 ; 
73 581 332 ; 953 986 204 ; 189 66 318 ; 239 275 407 ; 902 116 341 ; 
432 308 203 ; 311 598 100 ; 839 818 446 ; 168 528 164 ; 468 272 147 ; 
25 100 181 ; 1012 76 307 ; 54 954 396 ; 329 74 293 ; 445 563 284 ; 
753 82 459 ; 327 886 95 ; 122 684 10 ; 650 497 289 ; 922 468 174 ; 
1022 753 466 ; 74 88 488 ; 5 377 24 ; 79 854 86 ; 642 547 379 ; 
724 118 424 ; 586 121 461 ; 246 436 101 ; 743 565 455 ; 187 863 301 ; 
941 606 91 ; 5 374 453 ; 382 130 147 ; 213 964 492 ; 760 79 43 ; 
878 663 345 ; 999 976 453 ; 411 593 115 ; 977 332 482 ; 816 721 13 ; 
398 1008 61 ; 772 269 306 ; 902 629 55 ; 842 993 58 ; 921 413 459 ; 
560 474 43 ; 513 236 269 ; 82 583 436 ; 415 153 204 ; 112 467 65 ; 
97 968 193 ; 366 362 408 ; 995 785 344 ; 965 567 83 ; 354 562 5 ; 
828 293 47 ; 40 902 427 ; 624 463 164 ; 777 435 359 ; 220 360 318 ; 
164 77 342 ; 526 193 375 ; 288 58 222 ; 855 825 177 ; 394 386 290 ; 
687 869 400 ; 566 889 57 ; 5 397 65 ; 440 1012 393 ; 800 1018 171 ; 
877 113 263 ; 47 328 232 ; 105 910 234 ; 930 440 474 ; 292 934 214 ; 
138 759 412 ; 3 388 111 ; 400 57 433 ; 389 351 462 ; 383 398 106 ; 
496 665 282 ; 825 73 332 ; 711 8 367 ; 127 230 84 ; 38 284 214 ; 
797 732 466 ; 161 844 36 ; 218 497 203 ; 569 156 336 ; 967 254 441 ; 
609 129 188 ; 682 881 273 ; 690 656 422 ; 921 536 5 ; 181 322 405 ; 
914 400 59 ; 734 617 220 ; 207 836 297 ; 363 432 355 ; 618 417 289 ; 
747 786 472 ; 604 627 465 ; 236 269 204 ; 772 622 274 ; 70 79 299 ; 
470 598 197 ; 63 890 379 ; 900 319 457 ; 308 991 364 ; 726 184 416 ; 
488 344 70 ; 91 90 109 ; 360 518 69 ; 982 612 317 ; 38 604 437 ; 
636 777 347 ; 503 840 13 ; 822 613 121 ; 789 593 77 ; 973 937 217 ; 
294 875 131 ; 384 536 211 ; 902 801 378 ; 490 278 406 ; 70 527 301 ; 
847 846 467 ; 663 612 463 ; 252 441 214 ; 846 146 165 ; 759 159 374 ; 
611 899 132 ; 123 78 262 ; 925 373 230 ; 179 3 240 ; 707 616 418 ; 
529 243 65 ; 117 507 80 ; 558 249 492 ; 704 814 108 ; 864 121 294 ; 
739 401 114 ; 817 975 341 ; 166 909 84 ; 170 721 413 ; 786 1023 349 ; 
6 372 476 ; 513 569 345 ; 762 405 323 ; 553 493 325 ; 674 404 282 ; 
51 50 262 ; 2 307 397 ; 911 687 398 ; 608 969 497 ; 607 406 451 ; 
980 550 209 ; 525 199 443 ; 930 990 116 ; 399 292 443 ; 803 298 88 ; 
853 144 130 ; 136 729 53 ; 824 83 267 ; 769 628 354 ; 151 319 54 ; 
701 797 137 ; 900 256 317 ; 867 229 230 ; 135 964 368 ; 433 204 340 ; 
577 118 291 ; 282 83 337 ; 365 50 317 ; 994 928 169 ; 289 366 454 ; 
62 411 225 ; 319 413 106 ; 548 939 295 ; 488 348 318 ; 692 156 297 ; 
810 767 366 ; 893 184 287 ; 943 762 309 ; 847 115 330 ; 189 238 348 ; 
600 511 314 ; 1013 462 436 ; 929 289 363 ; 253 983 359 ; 409 788 219 ; 
152 2 31 ; 337 817 277 ; 75 890 10 ; 190 304 497 ; 428 713 444 ; 
940 387 53 ; 378 123 166 ; 667 179 247 ; 626 782 232 ; 390 850 489 ; 
392 585 210 ; 185 107 335 ; 51 521 200 ; 355 855 327 ; 44 1011 33 ; 
431 333 274 ; 555 255 478 ; 734 166 48 ; 492 1007 335 ; 318 52 453 ; 
904 531 403 ; 1011 138 51 ; 508 82 332 ; 339 101 463 ; 327 310 70 ; 
660 948 355 ; 915 478 482 ; 57 386 241 ; 40 961 495 ; 93 114 104 ; 
624 681 342 ; 762 616 38 ; 844 736 377 ; 945 907 166 ; 231 410 105 ; 
156 981 492 ; 634 959 28 ; 1021 469 83 ; 958 712 53 ; 49 424 373 ; 
730 455 34 ; 323 365 450 ; 35 263 252 ; 943 669 196 ; 329 390 405 ; 
286 439 469 ; 221 123 457 ; 690 723 403 ; 379 356 4 ; 803 29 447 ; 
234 820 36 ; 600 186 26 ; 863 315 321 ; 508 263 401 ; 898 133 80 ; 
313 234 281 ; 437 491 359 ; 136 358 296 ; 492 223 187 ; 521 22 26 ; 
317 894 473 ; 504 448 168 ; 819 326 0 ; 58 239 199 ; 191 71 283 ; 
425 232 5 ; 916 679 211 ; 251 323 280 ; 474 658 148 ; 496 348 16 ; 
366 842 461 ; 814 546 19 ; 116 850 139 ; 355 993 426 ; 426 620 76 ; 
658 121 496 ; 313 960 357 ; 637 188 266 ; 271 576 477 ; 620 432 347 ; 
438 810 323 ; 984 481 441 ; 810 656 283 ; 779 626 468 ; 375 654 99 ; 
496 874 258 ; 433 496 76 ; 621 10 62 ; 174 799 215 ; 606 14 18 ; 
392 749 202 ; 873 826 240 ; 505 693 300 ; 107 677 382 ; 762 1017 389 ; 
612 759 252 ; 84 135 329 ; 94 849 478 ; 893 152 331 ; 907 751 389 ; 
632 945 168 ; 434 554 480 ; 104 122 346 ; 781 501 255 ; 774 634 135 ; 
509 119 209 ; 645 100 29 ; 470 514 102 ; 623 525 340 ; 350 711 426 ; 
271 479 205 ; 825 639 150 ; 948 649 52 ; 425 141 400 ; 35 764 162 ; 
154 101 436 ; 254 50 186 ; 768 84 135 ; 270 213 49 ; 981 211 144 ; 
436 92 86 ; 51 606 282 ; 701 531 119 ; 842 559 251 ; 582 345 264 ; 
683 906 196 ; 733 952 2 ; 818 619 13 ; 7 756 57 ; 218 493 467 ; 
310 579 132 ; 917 937 424 ; 424 73 324 ; 983 156 177 ; 305 665 443 ; 
187 185 53 ; 115 883 68 ; 734 812 221 ; 466 486 263 ; 959 429 386 ; 
515 330 368 ; 428 666 63 ; 501 30 472 ; 658 95 0 ; 299 1002 47 ; 
484 443 480 ; 343 567 383 ; 132 401 442 ; 618 28 496 ; 23 687 95 ; 
353 539 234 ; 1020 702 149 ; 26 758 474 ; 122 214 179 ; 100 654 17 ; 
544 374 252 ; 87 282 284 ; 488 304 116 ; 517 37 112 ; 180 236 330 ; 
719 370 89 ; 398 1020 375 ; 132 50 111 ; 347 605 121 ; 1001 795 287 ; 
351 259 52 ; 633 208 468 ; 938 500 103 ; 975 924 384 ; 187 942 73 ; 
557 983 57 ; 553 354 408 ; 603 745 486 ; 185 139 263 ; 980 678 294 ; 
215 294 423 ; 423 454 334 ; 923 702 60 ; 823 414 246 ; 741 643 241 ; 
701 28 288 ; 31 132 473 ; 777 635 299 ; 916 246 90 ; 570 204 175 ; 
865 139 423 ; 295 425 439 ; 997 321 6 ; 387 131 242 ; 6 916 109 ; 
34 864 439 ; 167 346 24 ; 802 381 387 ; 24 1019 492 ; 228 819 164 ; 
367 574 487 ; 792 545 216 ; 90 940 171 ; 221 210 253 ; 114 303 252 ; 
978 114 39 ; 300 626 373 ; 681 146 164 ; 677 442 398 ; 472 631 190 ; 
22 366 334 ; 568 966 105 ; 484 837 338 ; 694 682 92 ; 997 915 317 ; 
88 130 403 ; 714 403 342 ; 860 844 254 ; 279 38 144 ; 910 281 101 ; 
252 751 5 ; 194 565 427 ; 7 147 11 ; 690 843 263 ; 581 736 129 ; 
711 744 367 ; 90 706 267 ; 934 968 353 ; 973 888 218 ; 230 461 1 ; 
981 506 219 ; 522 574 359 ; 669 185 341 ; 488 281 484 ; 201 46 394 ; 
945 809 175 ; 627 636 366 ; 571 154 193 ; 436 532 171 ; 897 165 200 ; 
380 708 174 ; 954 479 428 ; 115 444 418 ; 396 416 484 ; 443 55 68 ; 
228 274 137 ; 865 181 298 ; 1019 178 245 ; 527 85 381 ; 692 966 53 ; 
376 28 362 ; 855 72 314 ; 275 639 188 ; 691 851 144 ; 746 527 148 ; 
1021 405 183 ; 178 203 412 ; 356 629 453 ; 441 602 364 ; 383 1011 11 ; 
412 269 395 ; 484 932 439 ; 99 500 298 ; 950 184 17 ; 454 265 228 ; 
859 788 179 ; 38 516 248 ; 667 85 98 ; 245 673 126 ; 232 764 3 ; 
502 523 283 ; 410 658 139 ; 910 624 351 ; 71 865 339 ; 336 774 85 ; 
100 405 11 ; 617 33 106 ; 702 863 169 ; 352 1 444 ; 92 604 370 ; 
616 567 294 ; 250 942 284 ; 875 778 6 ; 716 713 297 ; 466 574 152 ; 
871 890 424 ; 904 16 444 ; 743 205 477 ; 744 38 476 ; 325 116 304 ; 
892 426 324 ; 811 215 284 ; 565 413 123 ; 254 498 138 ; 828 654 198 ; 
694 122 33 ; 711 715 24 ; 916 900 217 ; 954 764 60 ; 46 980 385 ; 
473 265 138 ; 688 165 158 ; 77 316 233 ; 576 318 362 ; 206 13 88 ; 
329 174 145 ; 20 182 247 ; 920 71 2 ; 661 704 79 ; 617 33 273 ; 
882 711 456 ; 24 233 273 ; 340 567 9 ; 659 441 22 ; 672 570 258 ; 
846 503 221 ; 4 106 186 ; 76 421 98 ; 780 628 138 ; 813 765 79 ; 
500 949 429 ; 733 582 159 ; 276 903 407 ; 718 278 148 ; 264 228 19 ; 
767 385 71 ; 873 871 189 ; 270 353 397 ; 898 756 413 ; 640 795 1 ; 
565 428 194 ; 124 944 482 ; 3 459 376 ; 281 315 460 ; 510 830 246 ; 
895 993 174 ; 743 978 389 ; 72 968 491 ; 828 9 129 ; 600 855 88 ; 
4 465 288 ; 948 576 389 ; 384 396 165 ; 699 492 329 ; 506 283 50 ; 
475 337 440 ; 430 135 72 ; 374 806 131 ; 383 723 215 ; 214 515 168 ; 
680 947 68 ; 232 921 492 ; 628 1018 453 ; 96 95 209 ; 379 478 408 ; 
717 346 274 ; 852 86 174 ; 634 569 204 ; 333 101 58 ; 849 461 1 ; 
772 397 240 ; 669 337 264 ; 664 202 112 ; 759 451 308 ; 213 376 16 ; 
560 806 132 ; 646 688 181 ; 192 1000 405 ; 293 662 147 ; 754 708 36 ; 
127 968 13 ; 464 884 218 ; 667 8 39 ; 94 784 143 ; 470 632 63 ; 
253 860 348 ; 941 781 440 ; 918 530 263 ; 556 913 447 ; 240 606 208 ; 
184 123 270 ; 44 413 497 ; 52 349 85 ; 836 948 488 ; 445 259 267 ; 
281 808 181 ; 39 892 6 ; 569 599 416 ; 459 498 466 ; 41 690 214 ; 
164 612 163 ; 578 661 51 ; 927 151 348 ; 851 307 312 ; 87 558 457 ; 
895 256 446 ; 763 206 263 ; 339 74 90 ; 837 860 332 ; 504 155 487 ; 
92 714 444 ; 754 433 216 ; 905 197 374 ; 188 14 457 ; 747 667 461 ; 
1003 741 300 ; 185 72 323 ; 260 467 322 ; 96 407 61 ; 251 806 339 ; 
965 222 363 ; 375 826 403 ; 572 985 161 ; 586 22 222 ; 229 935 427 ; 
970 911 394 ; 19 758 157 ; 486 345 222 ; 893 270 358 ; 675 9 31 ; 
897 252 454 ; 699 588 144 ; 660 653 151 ; 683 600 323 ; 594 735 178 ; 
482 593 319 ; 216 430 250 ; 561 452 29 ; 832 735 451 ; 841 90 496 ; 
70 720 3 ; 658 268 268 ; 287 191 7 ; 887 687 300 ; 598 745 455 ; 
167 8 81 ; 597 242 183 ; 26 495 436 ; 761 210 161 ; 851 818 125 ; 
547 53 315 ; 816 185 93 ; 1007 1017 419 ; 670 461 454 ; 391 588 422 ; 
400 285 100 ; 642 465 88 ; 114 861 41 ; 324 794 183 ; 119 536 372 ; 
172 95 139 ; 358 748 143 ; 351 11 175 ; 812 585 238 ; 376 1023 9 ; 
661 12 16 ; 102 192 80 ; 963 969 303 ; 734 749 213 ; 246 265 261 ; 
341 633 148 ; 65 524 377 ; 76 207 67 ; 661 897 226 ; 661 210 6 ; 
673 939 214 ; 865 19 431 ; 810 766 342 ; 535 603 437 ; 801 765 27 ; 
410 21 89 ; 934 474 438 ; 117 261 19 ; 1014 399 103 ; 201 325 145 ; 
116 627 214 ; 135 567 263 ; 902 609 232 ; 481 590 162 ; 222 282 90 ; 
244 219 35 ; 718 498 489 ; 980 841 299 ; 355 237 288 ; 681 294 46 ; 
284 1012 83 ; 851 355 471 ; 436 563 235 ; 3 557 233 ; 285 63 326 ; 
504 370 481 ; 1002 63 493 ; 820 690 443 ; 33 410 399 ; 327 121 439 ; 
315 32 216 ; 670 60 148 ; 209 223 316 ; 766 264 60 ; 830 786 23 ; 
176 507 380 ; 240 472 221 ; 930 132 187 ; 317 771 299 ; 438 742 364 ; 
470 370 175 ; 530 283 446 ; 753 23 144 ; 1017 199 1 ; 780 379 180 ; 
263 843 474 ; 736 788 66 ; 868 712 150 ; 615 431 25 ; 334 184 126 ; 
704 263 352 ; 987 658 138 ; 1010 698 105 ; 186 948 190 ; 565 940 128 ; 
384 738 96 ; 149 712 427 ; 861 927 467 ; 268 24 307 ; 452 462 199 ; 
716 314 285 ; 350 636 281 ; 24 465 189 ; 972 24 119 ; 888 600 41 ; 
602 932 422 ; 291 503 347 ; 194 811 36 ; 218 962 177 ; 680 705 273 ; 
994 782 338 ; 606 540 250 ; 48 261 252 ; 72 992 44 ; 672 886 277 ; 
580 320 129 ; 59 139 428 ; 870 107 239 ; 809 936 417 ; 490 1010 339 ; 
249 512 427 ; 789 730 89 ; 26 274 111 ; 1018 866 451 ; 880 383 447 ; 
177 789 79 ; 316 773 295 ; 424 24 227 ; 336 493 137 ; 322 156 186 ; 
834 499 277 ; 540 812 490 ; 814 707 163 ; 657 651 133 ; 16 666 371 ; 
805 330 420 ; 554 573 53 ; 578 876 265 ; 47 2 297 ; 203 960 326 ; 
702 361 124 ; 490 11 383 ; 174 450 351 ; 825 915 134 ; 467 351 127 ; 
797 667 255 ; 347 136 1 ; 199 945 291 ; 201 131 366 ; 138 677 345 ; 
499 521 217 ; 511 176 111 ; 961 372 266 ; 853 358 348 ; 180 1001 253 ; 
847 636 484 ; 983 53 122 ; 904 25 109 ; 11 575 376 ; 688 148 62 ; 
186 949 352 ; 362 405 375 ; 734 351 270 ; 68 471 256 ; 45 392 261 ; 
682 780 361 ; 735 942 124 ; 760 427 455 ; 311 112 119 ; 460 1022 471 ; 
385 22 131 ; 790 545 77 ; 117 556 396 ; 588 504 86 ; 980 281 283 ; 
737 238 168 ; 655 18 146 ; 59 781 70 ; 171 400 230 ; 169 31 346 ; 
191 351 262 ; 736 856 47 ; 268 700 314 ; 772 255 327 ; 29 902 288 ; 
267 570 300 ; 285 921 349 ; 42 983 409 ; 443 781 440 ; 474 891 319 ; 
825 437 460 ; 658 369 67 ; 334 67 15 ; 589 906 76 ; 467 286 356 ; 
14 647 470 ; 935 720 277 ; 894 425 51 ; 651 189 449 ; 519 124 92 ; 
956 228 451 ; 301 523 156 ; 368 531 490 ; 251 807 349 ; 537 831 466 ; 
160 885 330 ; 881 183 108 ; 282 790 151 ; 472 415 325 ; 596 484 416 ; 
825 3 271 ; 324 347 4 ; 855 326 161 ; 638 639 410 ; 446 517 77 ; 
307 863 302 ; 490 199 387 ; 256 470 384 ; 672 611 350 ; 132 380 430 ; 
135 667 443 ; 482 887 200 ; 808 385 472 ; 423 251 220 ; 941 368 74 ; 
780 1022 40 ; 980 813 292 ; 426 461 254 ; 14 392 331 ; 394 794 323 ; 
37 769 323 ; 925 545 282 ; 286 646 208 ; 537 578 93 ; 905 124 136 ; 
903 117 453 ; 693 417 78 ; 130 183 470 ; 522 206 428 ; 293 901 130 ; 
38 704 344 ; 584 642 46 ; 206 39 387 ; 784 244 85 ; 908 872 346 ; 
1 394 155 ; 418 696 110 ; 602 954 155 ; 808 614 174 ; 686 289 16 ; 
366 357 261 ; 1009 463 408 ; 24 470 156 ; 268 763 126 ; 116 569 242 ; 
510 256 78 ; 182 847 380 ; 112 82 86 ; 727 472 452 ; 1016 361 161 ; 
349 542 35 ; 813 762 397 ; 259 542 30 ; 1023 528 142 ; 568 274 178 ; 
825 929 423 ; 648 561 181 ; 730 611 384 ; 179 240 352 ; 540 677 163 ; 
58 776 151 ; 821 217 13 ; 339 668 90 ; 868 118 177 ; 118 861 156 ; 
23 696 225 ; 584 17 390 ; 172 545 114 ; 412 162 404 ; 65 505 83 ; 
841 841 19 ; 34 502 178 ; 702 976 263 ; 821 685 486 ; 658 394 270 ; 
330 671 61 ; 347 749 436 ; 893 451 277 ; 31 883 373 ; 536 471 325 ; 
353 598 498 ; 855 784 427 ; 807 767 361 ; 469 66 36 ; 863 232 93 ; 
510 517 63 ; 235 826 369 ; 686 695 340 ; 545 736 213 ; 1016 165 340 ; 
591 683 89 ; 351 1018 258 ; 95 363 214 ; 161 411 249 ; 393 256 338 ; 
911 759 341 ; 713 568 335 ; 384 725 358 ; 96 750 228 ; 261 807 498 ; 
944 376 454 ; 938 298 265 ; 277 52 313 ; 689 614 360 ; 945 620 245 ; 
681 466 238 ; 225 821 401 ; 950 388 22 ; 677 640 378 ; 460 414 194 ; 
836 181 147 ; 110 538 87 ; 163 223 89 ; 777 3 219 ; 373 968 160 ; 
839 279 61 ; 637 500 486 ; 1 411 452 ; 641 705 150 ; 32 72 147 ; 
213 723 283 ; 751 271 351 ; 975 756 258 ; 978 495 421 ; 923 923 90 ; 
178 249 103 ; 678 255 359 ; 65 487 488 ; 771 646 53 ; 843 457 430 ; 
542 729 118 ; 813 812 275 ; 546 1006 315 ; 17 339 254 ; 941 449 452 ; 
166 933 359 ; 421 208 9 ; 909 120 360 ; 531 33 81 ; 988 587 52 ; 
693 150 319 ; 482 949 30 ; 464 452 123 ; 804 930 337 ; 229 339 95 ; 
138 670 56 ; 346 156 282 ; 466 320 463 ; 499 549 200 ; 63 526 495 ; 
213 321 144 ; 138 659 485 ; 591 787 167 ; 497 436 300 ; 836 103 156 ; 
483 711 325 ; 639 461 412 ; 959 633 126 ; 484 689 457 ; 1010 253 456 ; 
308 805 259 ; 967 2 132 ; 730 706 351 ; 143 850 434 ; 246 774 283 ; 
958 927 204 ; 395 195 407 ; 4 834 50 ; 694 915 49 ; 947 471 133 ; 
728 91 60 ; 730 947 148 ; 412 918 427 ; 238 456 374 ; 1012 492 177 ; 
916 340 79 ; 87 671 341 ; 921 617 393 ; 812 498 401 ; 260 863 67 ; 
351 191 386 ; 274 851 206 ; 169 431 161 ; 625 741 269 ; 93 170 184 ; 
433 869 60 ; 80 479 428 ; 697 484 348 ; 171 493 445 ; 11 173 382 ; 
202 799 114 ; 30 106 401 ; 461 143 227 ; 178 592 444 ; 348 256 486 ; 
193 933 339 ; 672 477 209 ; 132 109 353 ; 626 663 471 ; 799 1005 314 ; 
574 583 165 ; 680 512 436 ; 823 715 274 ; 392 64 459 ; 648 38 217 ; 
557 105 373 ; 11 606 210 ; 120 164 71 ; 783 419 347 ; 764 845 441 ; 
323 259 124 ; 835 899 283 ; 527 545 123 ; 591 652 307 ; 629 937 103 ; 
734 546 47 ; 317 348 53 ; 481 823 196 ; 900 407 176 ; 721 616 440 ; 
980 601 72 ; 855 136 336 ; 376 351 131 ; 4 366 186 ; 941 773 149 ; 
463 805 154 ; 812 370 393 ; 611 970 278 ; 1018 666 311 ; 611 122 167 ; 
188 343 308 ; 324 887 253 ; 675 218 436 ; 18 77 133 ; 791 526 5 ; 
572 581 271 ; 942 346 302 ; 888 428 14 ; 531 991 274 ; 653 406 132 ; 
996 542 383 ; 859 635 299 ; 54 560 367 ; 131 861 211 ; 657 142 137 ; 
214 365 100 ; 560 28 1 ; 988 502 39 ; 955 564 264 ; 337 621 351 ; 
880 264 296 ; 491 96 321 ; 27 251 408 ; 888 58 394 ; 7 907 317 ; 
372 500 123 ; 400 665 21 ; 903 748 202 ; 443 696 294 ; 40 151 110 ; 
305 260 167 ; 401 341 423 ; 652 257 335 ; 711 228 134 ; 594 329 159 ; 
70 64 266 ; 735 14 374 ; 460 524 491 ; 132 998 278 ; 284 380 213 ; 
544 100 282 ; 885 699 15 ; 118 766 416 ; 346 861 0 ; 676 820 183 ; 
740 786 454 ; 754 100 412 ; 254 839 412 ; 229 433 288 ; 609 471 8 ; 
709 549 276 ; 385 932 388 ; 127 692 313 ; 988 80 164 ; 784 180 186 ; 
546 874 346 ; 647 614 471 ; 462 66 377 ; 896 1002 472 ; 343 23 197 ; 
892 351 366 ; 800 200 444 ; 468 933 57 ; 548 761 188 ; 728 936 177 ; 
578 762 329 ; 169 305 116 ; 235 603 411 ; 214 131 57 ; 237 912 185 ; 
588 254 156 ; 788 306 456 ; 698 743 452 ; 435 284 356 ; 347 813 225 ; 
86 78 389 ; 391 914 8 ; 994 349 493 ; 101 247 108 ; 1013 16 290 ; 
244 129 251 ; 550 109 268 ; 270 890 80 ; 554 90 354 ; 343 863 254 ; 
421 317 317 ; 312 349 391 ; 661 550 299 ; 908 986 269 ; 925 613 423 ; 
30 476 160 ; 139 928 348 ; 5 121 431 ; 96 11 317 ; 959 337 195 ; 
